user_id;lastname;firstname;username;password;auth_source;email;status;admin;official_code;phone;picture_uri;creator_id;language;disk_quota;database_quota;version_quota;theme;activation_date;expiration_date;registration_date;active
258;Okita;Souji;Okita;ae12e345f679aaf;platform;shinouchi@gmail.com;1;;ADMIN;;;;english;209715200;300;20;;0;0;1237979635;1
257;Doe;Jane;HetePoes;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ADMIN;;;;english;209715200;300;20;;0;0;1237979634;1
283;Fred;Mr;Suske;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ANONYMOUS;;;;english;209715200;300;20;;0;0;1237979853;1
254;Doe;Jane;Bommel;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ADMIN;;;;english;209715200;300;20;;0;0;1237979630;1
285;Fred;Mr;Maaike;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ANONYMOUS;;;;english;209715200;300;20;;0;0;1237979856;1
284;Doe;John;Underdog;ae12e345f679aaf;platform;john.doe@nowhere.org;1;;TEST_USER;;;;english;209715200;300;20;;0;0;1237979855;1
282;Doe;John;Wiske;ae12e345f679aaf;platform;john.doe@nowhere.org;1;;TEST_USER;;;;english;209715200;300;20;;0;0;1237979851;1
281;Doe;Jane;Stefaan;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ADMIN;;;;english;209715200;300;20;;0;0;1237979850;1
275;Doe;Jane;Venom;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ADMIN;;;;english;209715200;300;20;;0;0;1237979843;1
276;Doe;John;JamesBond;ae12e345f679aaf;platform;john.doe@nowhere.org;1;;TEST_USER;;;;english;209715200;300;20;;0;0;1237979844;1
277;Fred;Mr;Sven;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ANONYMOUS;;;;english;209715200;300;20;;0;0;1237979845;1
278;Doe;Jane;Nick;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ADMIN;;;;english;209715200;300;20;;0;0;1237979846;1
279;Doe;John;Stefan;ae12e345f679aaf;platform;john.doe@nowhere.org;1;;TEST_USER;;;;english;209715200;300;20;;0;0;1237979848;1
280;Fred;Mr;Michael;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ANONYMOUS;;;;english;209715200;300;20;;0;0;1237979849;1
274;Fred;Mr;Carnage;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ANONYMOUS;;;;english;209715200;300;20;;0;0;1237979841;1
273;Doe;John;JohnConnor;ae12e345f679aaf;platform;john.doe@nowhere.org;1;;TEST_USER;;;;english;209715200;300;20;;0;0;1237979840;1
271;Fred;Mr;Storm;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ANONYMOUS;;;;english;209715200;300;20;;0;0;1237979838;1
272;Doe;Jane;Magneto;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ADMIN;;;;english;209715200;300;20;;0;0;1237979839;1
270;Doe;John;Cyclops;ae12e345f679aaf;platform;john.doe@nowhere.org;1;;TEST_USER;;;;english;209715200;300;20;;0;0;1237979837;1
268;Fred;Mr;Superman;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ANONYMOUS;;;;english;209715200;300;20;;0;0;1237979835;1
269;Doe;Jane;Wolverine;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ADMIN;;;;english;209715200;300;20;;0;0;1237979836;1
267;Doe;John;Batman;ae12e345f679aaf;platform;john.doe@nowhere.org;1;;TEST_USER;;;;english;209715200;300;20;;0;0;1237979833;1
262;Fred;Mr;DareDevil;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ANONYMOUS;;;;english;209715200;300;20;;0;0;1237979828;1
263;Doe;Jane;Mr.America;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ADMIN;;;;english;209715200;300;20;;0;0;1237979829;1
264;Doe;John;CaptainPlanet;ae12e345f679aaf;platform;john.doe@nowhere.org;1;;TEST_USER;;;;english;209715200;300;20;;0;0;1237979830;1
265;Fred;Mr;Terminator;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ANONYMOUS;;;;english;209715200;300;20;;0;0;1237979831;1
266;Doe;Jane;Iceman;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ADMIN;;;;english;209715200;300;20;;0;0;1237979832;1
261;Doe;John;Hulk;ae12e345f679aaf;platform;john.doe@nowhere.org;1;;TEST_USER;;;;english;209715200;300;20;;0;0;1237979827;1
259;Fred;Mr;Ironman;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ANONYMOUS;;;;english;209715200;300;20;;0;0;1237979824;1
260;Doe;Jane;Spiderman;ae12e345f679aaf;platform;admin@localhost.localdomain;1;;ADMIN;;;;english;209715200;300;20;;0;0;1237979825;1
